	field	enumeration	enumeration_description
3505	in.geometry_stories_low_rise	2	2 story building
3506	in.geometry_stories_low_rise	3	3 story building
3507	in.geometry_stories_low_rise	4+	Building is not a low rise (greater than 4 stories)
3508	in.geometry_wall_exterior_finish	Aluminum, Light	Aluminum, Light exterior finish
3509	in.geometry_wall_exterior_finish	Brick, Light	Brick, Light exterior finish
3510	in.geometry_wall_exterior_finish	Brick, Medium/Dark	Brick, Medium/Dark exterior finish
3511	in.geometry_wall_exterior_finish	Fiber-Cement, Light	Fiber-Cement, Light exterior finish
3512	in.geometry_wall_exterior_finish	None	None exterior finish
3513	in.geometry_wall_exterior_finish	Shingle, Asbestos, Medium	Shingle, Asbestos, Medium exterior finish
3514	in.geometry_wall_exterior_finish	Shingle, Composition, Medium	Shingle, Composition, Medium exterior finish
3515	in.geometry_wall_exterior_finish	Stucco, Light	Stucco, Light exterior finish
3516	in.geometry_wall_exterior_finish	Stucco, Medium/Dark	Stucco, Medium/Dark exterior finish
3517	in.geometry_wall_exterior_finish	Vinyl, Light	Vinyl, Light exterior finish
3518	in.geometry_wall_exterior_finish	Wood, Medium/Dark	Wood, Medium/Dark exterior finish
3519	in.geometry_wall_type	Brick	Exterior wall type is brick
3520	in.geometry_wall_type	Concrete	Exterior wall type is concrete
3521	in.geometry_wall_type	Steel Frame	Exterior wall type is steel frame
3522	in.geometry_wall_type	Wood Frame	Exterior wall type is wood frame
3523	in.geometry_wall_type_and_exterior_finish	Brick, Aluminum, Light	Brick exterior wall, aluminum, light exterior finish
3524	in.geometry_wall_type_and_exterior_finish	Brick, Fiber-Cement, Light	Brick exterior wall, fiber-cement, light exterior finish
3525	in.geometry_wall_type_and_exterior_finish	Brick, None	Brick exterior wall, none exterior finish
3526	in.geometry_wall_type_and_exterior_finish	Brick, Shingle, Asbestos, Medium	Brick exterior wall, shingle, asbestos, medium exterior finish
3527	in.geometry_wall_type_and_exterior_finish	Brick, Shingle, Composition, Medium	Brick exterior wall, shingle, composition, medium exterior finish
3528	in.geometry_wall_type_and_exterior_finish	Brick, Stucco, Light	Brick exterior wall, stucco, light exterior finish
3529	in.geometry_wall_type_and_exterior_finish	Brick, Stucco, Medium/Dark	Brick exterior wall, stucco, medium/dark exterior finish
3530	in.geometry_wall_type_and_exterior_finish	Brick, Vinyl, Light	Brick exterior wall, vinyl, light exterior finish
3531	in.geometry_wall_type_and_exterior_finish	Brick, Wood, Medium/Dark	Brick exterior wall, wood, medium/dark exterior finish
3532	in.geometry_wall_type_and_exterior_finish	Concrete, Aluminum, Light	Concrete exterior wall, aluminum, light exterior finish
3533	in.geometry_wall_type_and_exterior_finish	Concrete, Brick, Light	Concrete exterior wall, brick, light exterior finish
3534	in.geometry_wall_type_and_exterior_finish	Concrete, Brick, Medium/Dark	Concrete exterior wall, brick, medium/dark exterior finish
3535	in.geometry_wall_type_and_exterior_finish	Concrete, Fiber-Cement, Light	Concrete exterior wall, fiber-cement, light exterior finish
3536	in.geometry_wall_type_and_exterior_finish	Concrete, None	Concrete exterior wall, none exterior finish
3537	in.geometry_wall_type_and_exterior_finish	Concrete, Shingle, Asbestos, Medium	Concrete exterior wall, shingle, asbestos, medium exterior finish
3538	in.geometry_wall_type_and_exterior_finish	Concrete, Shingle, Composition, Medium	Concrete exterior wall, shingle, composition, medium exterior finish
3539	in.geometry_wall_type_and_exterior_finish	Concrete, Stucco, Light	Concrete exterior wall, stucco, light exterior finish
3540	in.geometry_wall_type_and_exterior_finish	Concrete, Vinyl, Light	Concrete exterior wall, vinyl, light exterior finish
3541	in.geometry_wall_type_and_exterior_finish	Concrete, Wood, Medium/Dark	Concrete exterior wall, wood, medium/dark exterior finish
3542	in.geometry_wall_type_and_exterior_finish	Steel Frame, Aluminum, Light	Steel Frame exterior wall, aluminum, light exterior finish
3543	in.geometry_wall_type_and_exterior_finish	Steel Frame, Brick, Medium/Dark	Steel Frame exterior wall, brick, medium/dark exterior finish
3544	in.geometry_wall_type_and_exterior_finish	Steel Frame, Fiber-Cement, Light	Steel Frame exterior wall, fiber-cement, light exterior finish
3545	in.geometry_wall_type_and_exterior_finish	Steel Frame, Shingle, Asbestos, Medium	Steel Frame exterior wall, shingle, asbestos, medium exterior finish
3546	in.geometry_wall_type_and_exterior_finish	Steel Frame, Shingle, Composition, Medium	Steel Frame exterior wall, shingle, composition, medium exterior finish
3547	in.geometry_wall_type_and_exterior_finish	Steel Frame, Stucco, Light	Steel Frame exterior wall, stucco, light exterior finish
3548	in.geometry_wall_type_and_exterior_finish	Steel Frame, Vinyl, Light	Steel Frame exterior wall, vinyl, light exterior finish
3549	in.geometry_wall_type_and_exterior_finish	Steel Frame, Wood, Medium/Dark	Steel Frame exterior wall, wood, medium/dark exterior finish
3550	in.geometry_wall_type_and_exterior_finish	Wood Frame, Aluminum, Light	Wood Frame exterior wall, aluminum, light exterior finish
3551	in.geometry_wall_type_and_exterior_finish	Wood Frame, Brick, Light	Wood Frame exterior wall, brick, light exterior finish
3552	in.geometry_wall_type_and_exterior_finish	Wood Frame, Brick, Medium/Dark	Wood Frame exterior wall, brick, medium/dark exterior finish
3553	in.geometry_wall_type_and_exterior_finish	Wood Frame, Fiber-Cement, Light	Wood Frame exterior wall, fiber-cement, light exterior finish
3554	in.geometry_wall_type_and_exterior_finish	Wood Frame, Shingle, Asbestos, Medium	Wood Frame exterior wall, shingle, asbestos, medium exterior finish
3555	in.geometry_wall_type_and_exterior_finish	Wood Frame, Shingle, Composition, Medium	Wood Frame exterior wall, shingle, composition, medium exterior finish
3556	in.geometry_wall_type_and_exterior_finish	Wood Frame, Stucco, Light	Wood Frame exterior wall, stucco, light exterior finish
3557	in.geometry_wall_type_and_exterior_finish	Wood Frame, Stucco, Medium/Dark	Wood Frame exterior wall, stucco, medium/dark exterior finish
3558	in.geometry_wall_type_and_exterior_finish	Wood Frame, Vinyl, Light	Wood Frame exterior wall, vinyl, light exterior finish
3559	in.geometry_wall_type_and_exterior_finish	Wood Frame, Wood, Medium/Dark	Wood Frame exterior wall, wood, medium/dark exterior finish
3560	in.has_pv	No	Does not have rooftop PV
3561	in.has_pv	Yes	Has rooftop PV
3562	in.heating_fuel	Electricity	Electricity heating fuel
3563	in.heating_fuel	Fuel Oil	Fuel oil heating fuel
3564	in.heating_fuel	Natural Gas	Natural gas heating fuel
3565	in.heating_fuel	None	None heating fuel
3566	in.heating_fuel	Other Fuel	Other fuel heating fuel
3567	in.heating_fuel	Propane	Propane heating fuel
3568	in.heating_setpoint	55F	Base heating setpoint is 55F before offset is applied
3569	in.heating_setpoint	60F	Base heating setpoint is 60F before offset is applied
3570	in.heating_setpoint	62F	Base heating setpoint is 62F before offset is applied
3571	in.heating_setpoint	65F	Base heating setpoint is 65F before offset is applied
3572	in.heating_setpoint	67F	Base heating setpoint is 67F before offset is applied
3573	in.heating_setpoint	68F	Base heating setpoint is 68F before offset is applied
3574	in.heating_setpoint	70F	Base heating setpoint is 70F before offset is applied
3575	in.heating_setpoint	72F	Base heating setpoint is 72F before offset is applied
3576	in.heating_setpoint	75F	Base heating setpoint is 75F before offset is applied
3577	in.heating_setpoint	76F	Base heating setpoint is 76F before offset is applied
3578	in.heating_setpoint	78F	Base heating setpoint is 78F before offset is applied
3579	in.heating_setpoint	80F	Base heating setpoint is 80F before offset is applied
3580	in.heating_setpoint_has_offset	No	Heating setpoint offset is not applied
3581	in.heating_setpoint_has_offset	Yes	Heating setpoint offset is applied
3582	in.heating_setpoint_offset_magnitude	0F	No cooling setpoint offset applied
3583	in.heating_setpoint_offset_magnitude	12F	12F heating setpoint offset applied
3584	in.heating_setpoint_offset_magnitude	3F	3F heating setpoint offset applied
3585	in.heating_setpoint_offset_magnitude	6F	6F heating setpoint offset applied
3586	in.heating_setpoint_offset_period	Day	Heating setpoint schedule is decreased during the daytime
3587	in.heating_setpoint_offset_period	Day +1h	Heating setpoint schedule is decreased during the daytime and shifted +1 hour from the Day schedule
3588	in.heating_setpoint_offset_period	Day +2h	Heating setpoint schedule is decreased during the daytime and shifted +2 hours from the Day schedule
3589	in.heating_setpoint_offset_period	Day +3h	Heating setpoint schedule is decreased during the daytime and shifted +3 hours from the Day schedule
3590	in.heating_setpoint_offset_period	Day +4h	Heating setpoint schedule is decreased during the daytime and shifted +4 hours from the Day schedule
3591	in.heating_setpoint_offset_period	Day +5h	Heating setpoint schedule is decreased during the daytime and shifted +5 hours from the Day schedule
3592	in.heating_setpoint_offset_period	Day -1h	Heating setpoint schedule is decreased during the daytime and shifted -1 hour from the Day schedule
3593	in.heating_setpoint_offset_period	Day -2h	Heating setpoint schedule is decreased during the daytime and shifted -2 hours from the Day schedule
3594	in.heating_setpoint_offset_period	Day -3h	Heating setpoint schedule is decreased during the daytime and shifted -3 hours from the Day schedule
3595	in.heating_setpoint_offset_period	Day -4h	Heating setpoint schedule is decreased during the daytime and shifted -4 hours from the Day schedule
3596	in.heating_setpoint_offset_period	Day -5h	Heating setpoint schedule is decreased during the daytime and shifted -5 hours from the Day schedule
3597	in.heating_setpoint_offset_period	Day and Night	Heating setpoint schedule is decreased during the day and at night
3598	in.heating_setpoint_offset_period	Day and Night +1h	Heating setpoint schedule is decreased during the day and at night, shifted +1 hour from the Day and Night schedule
3599	in.heating_setpoint_offset_period	Day and Night +2h	Heating setpoint schedule is decreased during the day and at night, shifted +2 hours from the Day and Night schedule
3600	in.heating_setpoint_offset_period	Day and Night +3h	Heating setpoint schedule is decreased during the day and at night, shifted +3 hours from the Day and Night schedule
3601	in.heating_setpoint_offset_period	Day and Night +4h	Heating setpoint schedule is decreased during the day and at night, shifted +4 hours from the Day and Night schedule
3602	in.heating_setpoint_offset_period	Day and Night +5h	Heating setpoint schedule is decreased during the day and at night, shifted +5 hours from the Day and Night schedule
3603	in.heating_setpoint_offset_period	Day and Night -1h	Heating setpoint schedule is decreased during the day and at night, shifted -1 hour from the Day and Night schedule
3604	in.heating_setpoint_offset_period	Day and Night -2h	Heating setpoint schedule is decreased during the day and at night, shifted -2 hours from the Day and Night schedule
3605	in.heating_setpoint_offset_period	Day and Night -3h	Heating setpoint schedule is decreased during the day and at night, shifted -3 hours from the Day and Night schedule
3606	in.heating_setpoint_offset_period	Day and Night -4h	Heating setpoint schedule is decreased during the day and at night, shifted -4 hours from the Day and Night schedule
3607	in.heating_setpoint_offset_period	Day and Night -5h	Heating setpoint schedule is decreased during the day and at night, shifted -5 hours from the Day and Night schedule
3608	in.heating_setpoint_offset_period	Night	Heating setpoint schedule is decreased at night
3609	in.heating_setpoint_offset_period	Night +1h	Heating setpoint schedule is decreased at night, shifted +1 hour from the Night schedule
3610	in.heating_setpoint_offset_period	Night +2h	Heating setpoint schedule is decreased at night, shifted +2 hours from the Night schedule
3611	in.heating_setpoint_offset_period	Night +3h	Heating setpoint schedule is decreased at night, shifted +3 hours from the Night schedule
3612	in.heating_setpoint_offset_period	Night +4h	Heating setpoint schedule is decreased at night, shifted +4 hours from the Night schedule
3613	in.heating_setpoint_offset_period	Night +5h	Heating setpoint schedule is decreased at night, shifted +5 hours from the Night schedule
3614	in.heating_setpoint_offset_period	Night -1h	Heating setpoint schedule is decreased at night, shifted -1 hour from the Night schedule
3615	in.heating_setpoint_offset_period	Night -2h	Heating setpoint schedule is decreased at night, shifted -2 hours from the Night schedule
3616	in.heating_setpoint_offset_period	Night -3h	Heating setpoint schedule is decreased at night, shifted -3 hours from the Night schedule
3617	in.heating_setpoint_offset_period	Night -4h	Heating setpoint schedule is decreased at night, shifted -4 hours from the Night schedule
3618	in.heating_setpoint_offset_period	Night -5h	Heating setpoint schedule is decreased at night, shifted -5 hours from the Night schedule
3619	in.heating_setpoint_offset_period	None	No heating setpoint offset schedule applied
3620	in.holiday_lighting	No Exterior Use	No holiday lighting load
3621	in.hot_water_distribution	Uninsulated, HomeRun, PEX	Uninsulated PEX piping 
3622	in.hot_water_distribution	Uninsulated, TrunkBranch, Copper	Uninsulated copper piping
3623	in.hot_water_fixtures	100% Usage	Hot water fixtures used at 100% the national average
3624	in.hot_water_fixtures	200% Usage	Hot water fixtures used at 200% the national average
3625	in.hot_water_fixtures	50% Usage	Hot water fixtures used at 50% the national average
3626	in.hvac_cooling_efficiency	AC, SEER 10	10 SEER Central AC
3627	in.hvac_cooling_efficiency	AC, SEER 13	13 SEER Central AC
3628	in.hvac_cooling_efficiency	AC, SEER 15	15 SEER Central AC
3629	in.hvac_cooling_efficiency	AC, SEER 8	8 SEER Central AC
3630	in.hvac_cooling_efficiency	Heat Pump	Heat pump is used for cooling
3631	in.hvac_cooling_efficiency	None	No cooling system
3632	in.hvac_cooling_efficiency	Room AC, EER 10.7	10.7 EER Room AC
3633	in.hvac_cooling_efficiency	Room AC, EER 12.0	12.0 EER Room AC
